0,1,2,3,4,5,6,7,8,9,10,11,12
-0.34599604282237906,-1.3451217483877107,0.11283214001800734,-0.3747422467972021,-0.5712799658841324,-0.6477021684154117,-0.5573759573550509,-0.5668534007969194,-0.029856618908673867,-0.4918835223110175,0.02247980972992099,1.3994405889806942,-0.5744869269411653
-0.34599604282237906,0.7434271293276015,0.8250868624536475,1.0739684217695435,0.19302579788348725,-0.20871018189162166,0.5216580539559321,-0.4702044705696264,-0.36875395327939403,-0.4918835223110175,-0.10854057384521515,0.07061007227075847,0.5136830797644154
-0.34599604282237906,0.7434271293276015,1.0334109092831116,-0.0956873229339355,-0.497314891971137,-0.40580862482067026,-0.34510697152338204,-0.49436670312644965,-0.6511683985883274,-0.4918835223110175,0.02247980972992099,-1.2582204444391774,-0.3565251635498366
-0.34599604282237906,-1.3451217483877107,-0.6795879069939755,-0.3895855938112056,-0.4726598673334718,-0.2848618530232995,-0.57506503950769,-0.6151778659105659,2.4553904998099405,1.7448619270334058,0.15350019330505713,1.3994405889806942,-0.23197558446907737
-0.34599604282237906,0.7434271293276015,0.9648351727229049,2.06550400230498,-0.669900064434793,-0.4237266650869474,-0.6988886145761634,-0.6635023310242124,-0.6699960282755897,0.6264892023611941,0.5465613440304655,0.07061007227075847,0.7726150994323095
-0.34599604282237906,0.7434271293276015,1.3284404631378584,0.0854015106369077,-0.669900064434793,2.8866312741077556,1.583002983114276,0.35131143636236417,-0.3122710642176073,-0.4918835223110175,1.4637040290564185,-1.2582204444391774,1.2019833852107165
-0.34599604282237906,0.7434271293276015,-1.0634869988313744,-0.8616040288565182,-0.669900064434793,-0.7372923697467975,-0.6988886145761634,-0.6635023310242124,-0.8582723251482121,-0.4918835223110175,-1.0256832588711682,0.07061007227075847,-0.9743566282004449
-0.34599604282237906,-1.3451217483877107,-0.8632420009094242,-0.6062984602156573,-0.6205900151594628,-0.19079214162534452,-0.2920397250654649,-0.49436670312644965,-0.6699960282755897,-0.4918835223110175,0.02247980972992099,0.07061007227075847,-0.5646540654347896
2.890206465492328,0.7434271293276015,1.6256340479499747,0.8780362411846968,-0.17679957168149002,0.8036590931530371,-0.1859052321496305,0.06136464568048514,-0.2369605454685584,0.6264892023611941,1.4637040290564185,-1.2582204444391774,0.7332836534068067
-0.34599604282237906,0.7434271293276015,1.5655220769119254,-0.4519276512700205,-0.004214399217833958,-0.30277989328957666,1.1761540936035775,0.6412582270442432,0.6667656795200286,5.099980101050041,0.939622494755874,-1.2582204444391774,-0.1500350719159463
-0.34599604282237906,0.7434271293276015,-0.4671281565570936,-0.7844186243836998,-0.30007469486981575,-0.6969767791476739,-0.39817421798129926,-0.5185289356832729,-0.7264789173373764,-0.4918835223110175,-1.0256832588711682,-1.2582204444391774,-0.8432518081154352
-0.34599604282237906,0.7434271293276015,-0.5988455074956676,-0.7666066079668955,-0.669900064434793,-0.7328128596802281,-0.6988886145761634,-0.6635023310242124,-0.8206170657736875,-0.4918835223110175,-1.0256832588711682,0.07061007227075847,-0.9169982694132531
-0.34599604282237906,-1.3451217483877107,0.024395408226829007,-0.3539615609775971,-0.4726598673334718,-0.1683945912924981,0.2916999859716242,0.6895826921578897,-0.6323407689010653,-0.4918835223110175,0.2845205768801933,0.07061007227075847,-0.26966822024351766
-0.34599604282237906,0.7434271293276015,0.31625105001076664,0.8067881755174797,-0.497314891971137,-0.24902577249074523,-0.36279605367602114,-0.49436670312644965,-0.7264789173373764,0.6264892023611941,0.939622494755874,0.07061007227075847,0.19083746030507895
-0.34599604282237906,0.7434271293276015,-1.132351272852564,-0.8853533840789238,-0.669900064434793,-0.7417718798133668,-0.6635104502708852,-0.6393400984673892,-0.8206170657736875,-0.4918835223110175,-1.4187444095965767,0.07061007227075847,-0.9809118692046954
-0.34599604282237906,0.7434271293276015,0.3774209917390857,-0.5617684191736467,-0.004214399217833958,-0.5670709872171645,-0.6281322859656071,2.8641836222719825,1.7587682013812382,0.6264892023611941,0.15350019330505713,0.07061007227075847,-0.22869796396695213
-0.34599604282237906,0.7434271293276015,-0.7344100245806766,-0.2708388176991773,-0.4480048426958067,-0.4237266650869474,-0.6281322859656071,-0.5910156333537426,-0.2934434345303451,-0.4918835223110175,0.02247980972992099,0.07061007227075847,-0.45813139911571915
-0.34599604282237906,-1.3451217483877107,0.516063241741243,-0.5944237826044545,-0.37403976878281125,-0.5491529469508875,-0.6281322859656071,-0.3735555403423334,-0.7641341767119009,-0.4918835223110175,-0.6326221081457597,0.07061007227075847,-0.7039529367751124
-0.34599604282237906,0.7434271293276015,0.975462969202432,0.8691302329762947,3.4228340254176217,1.910098079595651,2.343633515677756,3.3474282734084473,3.8298074669800837,-0.4918835223110175,0.15350019330505713,-1.2582204444391774,2.1836307255972267
-0.34599604282237906,0.7434271293276015,0.13961803431256217,-0.7161392281192835,-0.5219699166088021,-0.5088373563517639,-0.4689305465918555,-0.34939330778551014,-0.44406447202844296,-0.4918835223110175,-0.37058134099548745,1.3994405889806942,-0.7219798495368012
-0.34599604282237906,-1.3451217483877107,-0.02520899027376939,1.2877126187711945,-0.17679957168149002,0.006306301303704083,0.220943657361068,0.5446092968169501,-0.4817197314029674,1.7448619270334058,0.8086021111807379,2.72827110569063,0.7168955508961805
-0.34599604282237906,-1.3451217483877107,0.32596514453051545,0.5188272434458111,0.19302579788348725,0.03766287176968909,-0.20359431430226957,-0.49436670312644965,0.7420761982690776,0.6264892023611941,0.8086021111807379,-1.2582204444391774,0.3252199008922139
-0.34599604282237906,-1.3451217483877107,1.8450667870272703,1.1867778590759703,2.5105981138240114,3.056852656637388,1.4238012437405243,1.1245028781807083,1.2315945701378956,3.9816073763778292,0.5465613440304655,-1.2582204444391774,2.2557383766439822
-0.34599604282237906,-1.3451217483877107,1.2707810605181613,1.3411486680216071,2.732493335562998,0.8215771334193142,2.131364529846087,3.419914971078917,0.29021308577478405,-0.4918835223110175,1.3326836454812825,0.07061007227075847,1.6772383580188768
2.890206465492328,0.7434271293276015,-0.6358744816551061,-0.7666066079668955,0.19302579788348725,-0.4550832355529324,0.786994286245518,0.3271492038055409,0.3843512342110952,-0.4918835223110175,0.2845205768801933,0.07061007227075847,-0.4482985376093434
-0.34599604282237906,-1.3451217483877107,-1.0621404906801222,-0.8764473758705218,-0.6452450397971279,-0.6566611885485503,-0.6635104502708852,-0.6393400984673892,-0.8206170657736875,-0.4918835223110175,-0.7636424917208958,0.07061007227075847,-0.9432192334302552
2.890206465492328,0.7434271293276015,-1.1885679881673479,-0.9001967310929274,-0.5219699166088021,-0.7328128596802281,-0.6988886145761634,-0.6393400984673892,-0.8017894360864253,1.7448619270334058,-1.4187444095965767,0.07061007227075847,-0.9776342487025702
2.890206465492328,0.7434271293276015,-1.7981033744931691,-0.8853533840789238,-0.5712799658841324,-0.7238538395470896,-0.5927541216603289,0.20633804102142464,-0.19930528609403395,0.6264892023611941,-0.5016017245706236,0.07061007227075847,-0.8498070491196857
2.890206465492328,0.7434271293276015,-1.2049184442896972,-0.8111366490089061,-0.6452450397971279,-0.7059357992808124,-0.57506503950769,-0.6151778659105659,-0.6888236579628519,-0.4918835223110175,-0.5016017245706236,1.3994405889806942,-0.9038877874047522
2.890206465492328,-1.3451217483877107,-1.7260170988243402,-0.894259392287326,-0.4480048426958067,-0.746251389879936,-0.57506503950769,-0.4702044705696264,-0.7264789173373764,-0.4918835223110175,-0.6326221081457597,1.3994405889806942,-0.9448580436813178
-0.34599604282237906,0.7434271293276015,-0.6789627424951798,-0.7844186243836998,-0.6452450397971279,-0.5849890274834417,-0.6281322859656071,-0.5910156333537426,-0.5193749907774918,-0.4918835223110175,-1.0256832588711682,0.07061007227075847,-0.8334189466090595
-0.34599604282237906,0.7434271293276015,-1.6965862778041112,-0.8794160452733225,-0.5959349905217975,-0.6656202086816889,-0.327417889370743,-0.6393400984673892,-0.613513139213803,-0.4918835223110175,-0.7636424917208958,1.3994405889806942,-0.8956937361494391
-0.34599604282237906,-1.3451217483877107,-0.16704919713515085,0.0527461472060999,-0.5959349905217975,-0.5401939268177488,-0.6281322859656071,-0.5910156333537426,-0.06751187828319832,0.6264892023611941,0.5465613440304655,0.07061007227075847,-0.31227728677114586
-0.34599604282237906,-1.3451217483877107,1.6249607938743487,1.2164645531039775,1.2038818080277585,1.005237046148655,1.3530449151299682,-0.6635023310242124,-0.6323407689010653,0.6264892023611941,0.6775817276056016,-1.2582204444391774,1.1446250264235247
2.890206465492328,0.7434271293276015,-1.3552464614616513,-0.8883220534817245,-0.10283449776849457,-0.6969767791476739,-0.6988886145761634,-0.22858214500139387,-0.5946855095265408,-0.4918835223110175,-1.0256832588711682,0.07061007227075847,-0.8842220643920008
